order_id,customer_id,brand,sku,promised_days,actual_days,late_flag,fulfillment_status
ORD-00646,CUST-00663,DermaCo Labs,DL-CLEANSER-03,3,6,1,late
ORD-00647,CUST-01579,Northstar Apparel,NA-JACKET-03,3,5,1,late
ORD-00648,CUST-02058,VitalEdge Wellness,VW-BUNDLE-03,3,3,0,on_time
ORD-00649,CUST-00799,DermaCo Labs,DL-CREAM-02,3,4,0,on_time
ORD-00650,CUST-00129,DermaCo Labs,DL-CLEANSER-03,3,3,0,on_time
ORD-00651,CUST-00341,DermaCo Labs,DL-SERUM-01,5,8,1,late
ORD-00652,CUST-02156,DermaCo Labs,DL-CLEANSER-03,3,5,1,late
ORD-00653,CUST-01289,Northstar Apparel,NA-TEE-01,2,4,1,late
ORD-00654,CUST-01088,DermaCo Labs,DL-CREAM-02,4,2,0,on_time
ORD-00655,CUST-00308,Northstar Apparel,NA-JACKET-03,2,3,0,on_time
ORD-00656,CUST-00638,Voltix Home,VH-FILTER-01,3,3,0,on_time
ORD-00657,CUST-00384,Voltix Home,VH-BATTERY-02,4,4,0,on_time
ORD-00658,CUST-01380,VitalEdge Wellness,VW-BUNDLE-03,3,2,0,on_time
ORD-00659,CUST-02412,Northstar Apparel,NA-TEE-01,4,8,1,late
ORD-00660,CUST-01057,Voltix Home,VH-FILTER-01,3,5,1,late
ORD-00661,CUST-00178,Voltix Home,VH-BATTERY-02,3,3,0,on_time
ORD-00662,CUST-00427,VitalEdge Wellness,VW-CAPSULE-01,3,4,0,on_time
ORD-00663,CUST-00901,Voltix Home,VH-BATTERY-02,3,2,0,on_time
ORD-00664,CUST-02418,Northstar Apparel,NA-DENIM-02,3,6,1,late
ORD-00665,CUST-01875,Northstar Apparel,NA-TEE-01,4,7,1,late
ORD-00666,CUST-01001,VitalEdge Wellness,VW-CAPSULE-01,2,5,1,late
ORD-00667,CUST-00185,VitalEdge Wellness,VW-CAPSULE-01,4,6,1,late
ORD-00668,CUST-01412,Northstar Apparel,NA-TEE-01,5,6,0,on_time
ORD-00669,CUST-02108,VitalEdge Wellness,VW-PROTEIN-02,5,7,1,late
ORD-00670,CUST-01778,VitalEdge Wellness,VW-BUNDLE-03,2,2,0,on_time
ORD-00671,CUST-02345,Northstar Apparel,NA-DENIM-02,2,1,0,on_time
ORD-00672,CUST-02011,Voltix Home,VH-FILTER-01,4,5,0,on_time
ORD-00673,CUST-01641,DermaCo Labs,DL-CLEANSER-03,3,5,1,late
ORD-00674,CUST-01371,Northstar Apparel,NA-JACKET-03,3,4,0,on_time
ORD-00675,CUST-00490,Northstar Apparel,NA-TEE-01,5,6,0,on_time
ORD-00676,CUST-01308,VitalEdge Wellness,VW-PROTEIN-02,4,6,1,late
ORD-00677,CUST-00927,VitalEdge Wellness,VW-CAPSULE-01,3,7,1,late
ORD-00678,CUST-02350,DermaCo Labs,DL-CREAM-02,5,5,0,on_time
ORD-00679,CUST-01318,VitalEdge Wellness,VW-PROTEIN-02,3,2,0,on_time
ORD-00680,CUST-02203,DermaCo Labs,DL-CREAM-02,4,7,1,late
ORD-00681,CUST-01656,Voltix Home,VH-CLEAN-03,2,3,0,on_time
ORD-00682,CUST-02044,DermaCo Labs,DL-SERUM-01,2,1,0,on_time
ORD-00683,CUST-00119,VitalEdge Wellness,VW-CAPSULE-01,4,6,1,late
ORD-00684,CUST-01877,Voltix Home,VH-CLEAN-03,5,5,0,on_time
ORD-00685,CUST-00282,Voltix Home,VH-FILTER-01,2,4,1,late
ORD-00686,CUST-02332,VitalEdge Wellness,VW-PROTEIN-02,4,4,0,on_time
ORD-00687,CUST-00743,DermaCo Labs,DL-CREAM-02,3,5,1,late
ORD-00688,CUST-01992,DermaCo Labs,DL-CLEANSER-03,3,5,1,late
ORD-00689,CUST-02430,VitalEdge Wellness,VW-CAPSULE-01,2,4,1,late
ORD-00690,CUST-01512,VitalEdge Wellness,VW-CAPSULE-01,3,6,1,late
ORD-00691,CUST-02248,DermaCo Labs,DL-CLEANSER-03,3,5,1,late
ORD-00692,CUST-01211,Northstar Apparel,NA-TEE-01,5,4,0,on_time
ORD-00693,CUST-00367,VitalEdge Wellness,VW-PROTEIN-02,3,2,0,on_time
ORD-00694,CUST-01466,Voltix Home,VH-CLEAN-03,5,6,0,on_time
ORD-00695,CUST-00556,Northstar Apparel,NA-DENIM-02,3,4,0,on_time
ORD-00696,CUST-01351,Voltix Home,VH-BATTERY-02,5,5,0,on_time
ORD-00697,CUST-01433,Voltix Home,VH-BATTERY-02,4,6,1,late
ORD-00698,CUST-02427,Northstar Apparel,NA-TEE-01,2,6,1,late
ORD-00699,CUST-01390,DermaCo Labs,DL-CREAM-02,2,3,0,on_time
ORD-00700,CUST-00204,DermaCo Labs,DL-CLEANSER-03,2,2,0,on_time
ORD-00701,CUST-02548,Northstar Apparel,NA-TEE-01,3,5,1,late
ORD-00702,CUST-01830,VitalEdge Wellness,VW-CAPSULE-01,5,5,0,on_time
ORD-00703,CUST-00121,VitalEdge Wellness,VW-BUNDLE-03,4,7,1,late
ORD-00704,CUST-00284,Northstar Apparel,NA-DENIM-02,2,2,0,on_time
ORD-00705,CUST-00576,Voltix Home,VH-FILTER-01,2,5,1,late
ORD-00706,CUST-01808,Northstar Apparel,NA-DENIM-02,3,4,0,on_time
ORD-00707,CUST-01799,Voltix Home,VH-BATTERY-02,5,4,0,on_time
ORD-00708,CUST-02154,Voltix Home,VH-CLEAN-03,4,2,0,on_time
ORD-00709,CUST-00276,Northstar Apparel,NA-TEE-01,4,5,0,on_time
ORD-00710,CUST-01746,VitalEdge Wellness,VW-BUNDLE-03,4,4,0,on_time
ORD-00711,CUST-02059,Voltix Home,VH-FILTER-01,5,3,0,on_time
ORD-00712,CUST-00361,Northstar Apparel,NA-DENIM-02,4,6,1,late
ORD-00713,CUST-01015,Northstar Apparel,NA-DENIM-02,4,5,0,on_time
ORD-00714,CUST-00880,Voltix Home,VH-FILTER-01,2,4,1,late
ORD-00715,CUST-02596,VitalEdge Wellness,VW-BUNDLE-03,5,4,0,on_time
ORD-00716,CUST-00630,VitalEdge Wellness,VW-PROTEIN-02,5,7,1,late
ORD-00717,CUST-01475,Northstar Apparel,NA-DENIM-02,3,4,0,on_time
ORD-00718,CUST-01676,Northstar Apparel,NA-TEE-01,3,5,1,late
ORD-00719,CUST-01661,DermaCo Labs,DL-SERUM-01,4,4,0,on_time
ORD-00720,CUST-00287,VitalEdge Wellness,VW-PROTEIN-02,3,5,1,late
ORD-00721,CUST-00979,DermaCo Labs,DL-SERUM-01,3,3,0,on_time
ORD-00722,CUST-02106,DermaCo Labs,DL-CREAM-02,4,6,1,late
ORD-00723,CUST-01293,DermaCo Labs,DL-CLEANSER-03,3,3,0,on_time
ORD-00724,CUST-01024,DermaCo Labs,DL-CREAM-02,4,5,0,on_time
ORD-00725,CUST-00424,DermaCo Labs,DL-CREAM-02,2,2,0,on_time
ORD-00726,CUST-01962,Northstar Apparel,NA-TEE-01,3,4,0,on_time
ORD-00727,CUST-02464,Northstar Apparel,NA-JACKET-03,4,4,0,on_time
ORD-00728,CUST-02470,DermaCo Labs,DL-SERUM-01,3,1,0,on_time
ORD-00729,CUST-02492,VitalEdge Wellness,VW-PROTEIN-02,5,6,0,on_time
ORD-00730,CUST-00066,Voltix Home,VH-BATTERY-02,2,3,0,on_time
ORD-00731,CUST-01785,VitalEdge Wellness,VW-PROTEIN-02,3,2,0,on_time
ORD-00732,CUST-01612,Northstar Apparel,NA-TEE-01,4,3,0,on_time
ORD-00733,CUST-01938,Northstar Apparel,NA-DENIM-02,2,2,0,on_time
ORD-00734,CUST-02326,VitalEdge Wellness,VW-BUNDLE-03,3,5,1,late
ORD-00735,CUST-00231,DermaCo Labs,DL-CREAM-02,4,5,0,on_time
ORD-00736,CUST-01710,Northstar Apparel,NA-TEE-01,4,3,0,on_time
ORD-00737,CUST-00822,VitalEdge Wellness,VW-PROTEIN-02,3,2,0,on_time
ORD-00738,CUST-01568,Northstar Apparel,NA-DENIM-02,5,4,0,on_time
ORD-00739,CUST-01507,Northstar Apparel,NA-TEE-01,3,2,0,on_time
ORD-00740,CUST-01430,Voltix Home,VH-CLEAN-03,4,5,0,on_time
ORD-00741,CUST-01934,VitalEdge Wellness,VW-CAPSULE-01,3,4,0,on_time
ORD-00742,CUST-00846,Northstar Apparel,NA-TEE-01,3,4,0,on_time
ORD-00743,CUST-01162,DermaCo Labs,DL-SERUM-01,3,1,0,on_time
ORD-00744,CUST-00375,Voltix Home,VH-FILTER-01,4,4,0,on_time
ORD-00745,CUST-02487,Voltix Home,VH-CLEAN-03,4,8,1,late
ORD-00746,CUST-01653,VitalEdge Wellness,VW-PROTEIN-02,3,4,0,on_time
ORD-00747,CUST-01645,DermaCo Labs,DL-SERUM-01,5,7,1,late
ORD-00748,CUST-00298,VitalEdge Wellness,VW-PROTEIN-02,3,4,0,on_time
ORD-00749,CUST-00599,Northstar Apparel,NA-JACKET-03,3,4,0,on_time
ORD-00750,CUST-01643,DermaCo Labs,DL-CREAM-02,3,4,0,on_time
ORD-00751,CUST-00100,VitalEdge Wellness,VW-BUNDLE-03,3,6,1,late
ORD-00752,CUST-00945,Voltix Home,VH-FILTER-01,2,5,1,late
ORD-00753,CUST-00737,Voltix Home,VH-CLEAN-03,5,6,0,on_time
ORD-00754,CUST-00980,DermaCo Labs,DL-CREAM-02,4,3,0,on_time
ORD-00755,CUST-01925,VitalEdge Wellness,VW-BUNDLE-03,3,5,1,late
ORD-00756,CUST-00530,VitalEdge Wellness,VW-BUNDLE-03,4,7,1,late
ORD-00757,CUST-01341,Northstar Apparel,NA-JACKET-03,4,3,0,on_time
ORD-00758,CUST-01100,VitalEdge Wellness,VW-CAPSULE-01,3,6,1,late
ORD-00759,CUST-01376,DermaCo Labs,DL-CLEANSER-03,4,4,0,on_time
ORD-00760,CUST-00637,VitalEdge Wellness,VW-PROTEIN-02,3,2,0,on_time
ORD-00761,CUST-02289,VitalEdge Wellness,VW-BUNDLE-03,3,2,0,on_time
ORD-00762,CUST-00186,Voltix Home,VH-BATTERY-02,4,7,1,late
ORD-00763,CUST-01909,DermaCo Labs,DL-SERUM-01,2,3,0,on_time
ORD-00764,CUST-02202,Northstar Apparel,NA-JACKET-03,4,4,0,on_time
ORD-00765,CUST-01214,DermaCo Labs,DL-CLEANSER-03,3,3,0,on_time
ORD-00766,CUST-01519,VitalEdge Wellness,VW-BUNDLE-03,3,4,0,on_time
ORD-00767,CUST-01048,Northstar Apparel,NA-TEE-01,2,2,0,on_time
ORD-00768,CUST-01929,DermaCo Labs,DL-CLEANSER-03,2,3,0,on_time
ORD-00769,CUST-01114,VitalEdge Wellness,VW-PROTEIN-02,3,3,0,on_time
ORD-00770,CUST-00512,DermaCo Labs,DL-CLEANSER-03,3,3,0,on_time
ORD-00771,CUST-01377,DermaCo Labs,DL-SERUM-01,2,1,0,on_time
ORD-00772,CUST-01230,VitalEdge Wellness,VW-PROTEIN-02,3,6,1,late
ORD-00773,CUST-01511,VitalEdge Wellness,VW-BUNDLE-03,4,4,0,on_time
ORD-00774,CUST-02173,DermaCo Labs,DL-CLEANSER-03,5,7,1,late
ORD-00775,CUST-00608,DermaCo Labs,DL-CLEANSER-03,3,4,0,on_time
ORD-00776,CUST-01670,Northstar Apparel,NA-JACKET-03,4,6,1,late
ORD-00777,CUST-00941,DermaCo Labs,DL-CLEANSER-03,3,6,1,late
ORD-00778,CUST-00152,Northstar Apparel,NA-DENIM-02,4,3,0,on_time
ORD-00779,CUST-01691,Voltix Home,VH-BATTERY-02,3,2,0,on_time
ORD-00780,CUST-01462,Northstar Apparel,NA-DENIM-02,2,4,1,late
ORD-00781,CUST-01201,Northstar Apparel,NA-JACKET-03,2,4,1,late
ORD-00782,CUST-02040,Northstar Apparel,NA-JACKET-03,4,4,0,on_time
ORD-00783,CUST-01006,DermaCo Labs,DL-CREAM-02,2,4,1,late
ORD-00784,CUST-02370,Northstar Apparel,NA-DENIM-02,3,1,0,on_time
ORD-00785,CUST-00024,DermaCo Labs,DL-CREAM-02,4,5,0,on_time
ORD-00786,CUST-00159,VitalEdge Wellness,VW-BUNDLE-03,3,4,0,on_time
ORD-00787,CUST-02315,Northstar Apparel,NA-DENIM-02,4,3,0,on_time
ORD-00788,CUST-00332,Northstar Apparel,NA-TEE-01,2,6,1,late
ORD-00789,CUST-02406,Northstar Apparel,NA-JACKET-03,2,3,0,on_time
ORD-00790,CUST-02485,Voltix Home,VH-BATTERY-02,3,3,0,on_time
ORD-00791,CUST-01863,Northstar Apparel,NA-DENIM-02,5,7,1,late
ORD-00792,CUST-00445,DermaCo Labs,DL-CLEANSER-03,3,5,1,late
ORD-00793,CUST-02549,DermaCo Labs,DL-CREAM-02,2,2,0,on_time
ORD-00794,CUST-01559,VitalEdge Wellness,VW-BUNDLE-03,5,7,1,late
ORD-00795,CUST-00874,Voltix Home,VH-CLEAN-03,4,3,0,on_time
ORD-00796,CUST-00643,DermaCo Labs,DL-CLEANSER-03,5,6,0,on_time
ORD-00797,CUST-01350,VitalEdge Wellness,VW-PROTEIN-02,2,1,0,on_time
ORD-00798,CUST-00312,VitalEdge Wellness,VW-PROTEIN-02,3,4,0,on_time
ORD-00799,CUST-00352,Northstar Apparel,NA-DENIM-02,4,6,1,late
ORD-00800,CUST-00549,Voltix Home,VH-BATTERY-02,4,6,1,late
ORD-00801,CUST-01468,DermaCo Labs,DL-CREAM-02,2,1,0,on_time
ORD-00802,CUST-01447,VitalEdge Wellness,VW-CAPSULE-01,3,5,1,late
ORD-00803,CUST-01221,Northstar Apparel,NA-DENIM-02,3,3,0,on_time
ORD-00804,CUST-00307,DermaCo Labs,DL-SERUM-01,2,1,0,on_time
ORD-00805,CUST-00288,Voltix Home,VH-FILTER-01,4,2,0,on_time
ORD-00806,CUST-00695,Voltix Home,VH-BATTERY-02,3,2,0,on_time
ORD-00807,CUST-00946,DermaCo Labs,DL-CLEANSER-03,3,4,0,on_time
ORD-00808,CUST-00631,DermaCo Labs,DL-CLEANSER-03,2,4,1,late
ORD-00809,CUST-02128,Voltix Home,VH-CLEAN-03,4,5,0,on_time
ORD-00810,CUST-01966,DermaCo Labs,DL-CREAM-02,5,5,0,on_time
ORD-00811,CUST-01065,Northstar Apparel,NA-JACKET-03,5,7,1,late
ORD-00812,CUST-02506,Northstar Apparel,NA-TEE-01,3,4,0,on_time
ORD-00813,CUST-01506,VitalEdge Wellness,VW-BUNDLE-03,2,4,1,late
ORD-00814,CUST-01378,Voltix Home,VH-FILTER-01,4,6,1,late
ORD-00815,CUST-02046,DermaCo Labs,DL-CLEANSER-03,2,2,0,on_time
ORD-00816,CUST-01726,Northstar Apparel,NA-TEE-01,4,5,0,on_time
ORD-00817,CUST-02194,Voltix Home,VH-FILTER-01,2,6,1,late
ORD-00818,CUST-01491,VitalEdge Wellness,VW-CAPSULE-01,3,5,1,late
ORD-00819,CUST-00962,Northstar Apparel,NA-DENIM-02,5,6,0,on_time
ORD-00820,CUST-01703,Voltix Home,VH-CLEAN-03,3,4,0,on_time
ORD-00821,CUST-01611,DermaCo Labs,DL-SERUM-01,2,3,0,on_time
ORD-00822,CUST-00014,DermaCo Labs,DL-CLEANSER-03,2,2,0,on_time
ORD-00823,CUST-01059,DermaCo Labs,DL-CLEANSER-03,3,7,1,late
ORD-00824,CUST-00809,Northstar Apparel,NA-JACKET-03,2,2,0,on_time
ORD-00825,CUST-01739,Voltix Home,VH-CLEAN-03,4,8,1,late
ORD-00826,CUST-00515,Northstar Apparel,NA-DENIM-02,2,3,0,on_time
ORD-00827,CUST-00410,VitalEdge Wellness,VW-BUNDLE-03,3,2,0,on_time
ORD-00828,CUST-02335,Voltix Home,VH-CLEAN-03,4,4,0,on_time
ORD-00829,CUST-00314,Voltix Home,VH-BATTERY-02,4,4,0,on_time
ORD-00830,CUST-02030,DermaCo Labs,DL-SERUM-01,3,3,0,on_time
ORD-00831,CUST-02276,VitalEdge Wellness,VW-PROTEIN-02,3,3,0,on_time
ORD-00832,CUST-00839,Voltix Home,VH-BATTERY-02,4,5,0,on_time
ORD-00833,CUST-01115,Northstar Apparel,NA-TEE-01,4,5,0,on_time
ORD-00834,CUST-01369,Voltix Home,VH-BATTERY-02,4,4,0,on_time
ORD-00835,CUST-00383,VitalEdge Wellness,VW-PROTEIN-02,3,7,1,late
ORD-00836,CUST-01186,Voltix Home,VH-FILTER-01,3,5,1,late
ORD-00837,CUST-01763,Voltix Home,VH-FILTER-01,2,1,0,on_time
ORD-00838,CUST-00842,Voltix Home,VH-BATTERY-02,2,4,1,late
ORD-00839,CUST-01107,Voltix Home,VH-CLEAN-03,2,4,1,late
ORD-00840,CUST-01095,VitalEdge Wellness,VW-PROTEIN-02,2,2,0,on_time
ORD-00841,CUST-01128,DermaCo Labs,DL-CREAM-02,5,6,0,on_time
ORD-00842,CUST-00840,DermaCo Labs,DL-CREAM-02,3,6,1,late
ORD-00843,CUST-00264,Northstar Apparel,NA-DENIM-02,4,6,1,late
ORD-00844,CUST-01028,Voltix Home,VH-CLEAN-03,4,7,1,late
ORD-00845,CUST-02251,VitalEdge Wellness,VW-PROTEIN-02,5,4,0,on_time
ORD-00846,CUST-01037,DermaCo Labs,DL-CREAM-02,3,5,1,late
ORD-00847,CUST-00416,Northstar Apparel,NA-JACKET-03,4,6,1,late
ORD-00848,CUST-00223,DermaCo Labs,DL-CREAM-02,3,3,0,on_time
ORD-00849,CUST-00359,VitalEdge Wellness,VW-PROTEIN-02,3,3,0,on_time
ORD-00850,CUST-01272,Voltix Home,VH-BATTERY-02,3,5,1,late
ORD-00851,CUST-00991,Voltix Home,VH-FILTER-01,5,7,1,late
ORD-00852,CUST-00009,VitalEdge Wellness,VW-CAPSULE-01,5,8,1,late
ORD-00853,CUST-02273,VitalEdge Wellness,VW-BUNDLE-03,3,4,0,on_time
ORD-00854,CUST-00317,VitalEdge Wellness,VW-CAPSULE-01,5,6,0,on_time
ORD-00855,CUST-00305,Northstar Apparel,NA-JACKET-03,4,6,1,late
ORD-00856,CUST-00428,Northstar Apparel,NA-JACKET-03,2,3,0,on_time
ORD-00857,CUST-00106,Northstar Apparel,NA-JACKET-03,2,3,0,on_time
ORD-00858,CUST-01615,Northstar Apparel,NA-DENIM-02,3,5,1,late
ORD-00859,CUST-00122,VitalEdge Wellness,VW-CAPSULE-01,4,5,0,on_time
ORD-00860,CUST-00942,DermaCo Labs,DL-CREAM-02,3,1,0,on_time
ORD-00861,CUST-02588,VitalEdge Wellness,VW-CAPSULE-01,4,5,0,on_time
ORD-00862,CUST-00933,DermaCo Labs,DL-SERUM-01,5,8,1,late
ORD-00863,CUST-01515,Northstar Apparel,NA-DENIM-02,3,4,0,on_time
ORD-00864,CUST-01926,DermaCo Labs,DL-CREAM-02,2,2,0,on_time
ORD-00865,CUST-01334,Voltix Home,VH-FILTER-01,5,6,0,on_time
ORD-00866,CUST-00116,VitalEdge Wellness,VW-PROTEIN-02,3,1,0,on_time
ORD-00867,CUST-01091,DermaCo Labs,DL-CREAM-02,3,4,0,on_time
ORD-00868,CUST-00745,Northstar Apparel,NA-JACKET-03,3,4,0,on_time
ORD-00869,CUST-00924,VitalEdge Wellness,VW-PROTEIN-02,3,6,1,late
ORD-00870,CUST-01692,VitalEdge Wellness,VW-BUNDLE-03,5,9,1,late
ORD-00871,CUST-02431,DermaCo Labs,DL-CREAM-02,3,5,1,late
ORD-00872,CUST-01756,DermaCo Labs,DL-CREAM-02,2,6,1,late
ORD-00873,CUST-02556,DermaCo Labs,DL-SERUM-01,5,4,0,on_time
ORD-00874,CUST-01353,Northstar Apparel,NA-DENIM-02,4,8,1,late
ORD-00875,CUST-00673,Northstar Apparel,NA-DENIM-02,3,4,0,on_time
ORD-00876,CUST-02403,DermaCo Labs,DL-SERUM-01,4,4,0,on_time
ORD-00877,CUST-01456,DermaCo Labs,DL-CLEANSER-03,3,7,1,late
ORD-00878,CUST-01780,DermaCo Labs,DL-CREAM-02,3,5,1,late
ORD-00879,CUST-00310,Voltix Home,VH-FILTER-01,3,5,1,late
ORD-00880,CUST-00592,Voltix Home,VH-BATTERY-02,3,4,0,on_time
ORD-00881,CUST-00463,Voltix Home,VH-BATTERY-02,2,2,0,on_time
ORD-00882,CUST-01254,DermaCo Labs,DL-SERUM-01,4,7,1,late
ORD-00883,CUST-00046,Voltix Home,VH-FILTER-01,4,5,0,on_time
ORD-00884,CUST-01317,Voltix Home,VH-FILTER-01,3,3,0,on_time
ORD-00885,CUST-01038,Voltix Home,VH-CLEAN-03,2,3,0,on_time
ORD-00886,CUST-00553,Voltix Home,VH-FILTER-01,2,4,1,late
ORD-00887,CUST-00088,VitalEdge Wellness,VW-PROTEIN-02,5,4,0,on_time
ORD-00888,CUST-00691,DermaCo Labs,DL-CLEANSER-03,2,7,1,late
ORD-00889,CUST-01834,Voltix Home,VH-BATTERY-02,4,5,0,on_time
ORD-00890,CUST-02585,DermaCo Labs,DL-SERUM-01,2,4,1,late
ORD-00891,CUST-02511,DermaCo Labs,DL-SERUM-01,3,7,1,late
ORD-00892,CUST-01755,VitalEdge Wellness,VW-CAPSULE-01,3,4,0,on_time
ORD-00893,CUST-02445,Voltix Home,VH-FILTER-01,5,5,0,on_time
ORD-00894,CUST-00801,Voltix Home,VH-CLEAN-03,2,5,1,late
ORD-00895,CUST-02151,Voltix Home,VH-CLEAN-03,3,6,1,late
ORD-00896,CUST-00301,Voltix Home,VH-FILTER-01,2,4,1,late
ORD-00897,CUST-02266,Northstar Apparel,NA-JACKET-03,4,6,1,late
ORD-00898,CUST-00544,VitalEdge Wellness,VW-BUNDLE-03,2,3,0,on_time
ORD-00899,CUST-01910,Northstar Apparel,NA-DENIM-02,3,3,0,on_time
ORD-00900,CUST-02310,DermaCo Labs,DL-CREAM-02,3,3,0,on_time
ORD-00901,CUST-00495,DermaCo Labs,DL-CLEANSER-03,5,7,1,late
ORD-00902,CUST-00366,Voltix Home,VH-FILTER-01,4,3,0,on_time
ORD-00903,CUST-02353,Voltix Home,VH-CLEAN-03,2,2,0,on_time
ORD-00904,CUST-02093,DermaCo Labs,DL-CLEANSER-03,4,5,0,on_time
ORD-00905,CUST-00274,VitalEdge Wellness,VW-CAPSULE-01,3,4,0,on_time
ORD-00906,CUST-00789,DermaCo Labs,DL-CLEANSER-03,4,4,0,on_time
ORD-00907,CUST-00072,DermaCo Labs,DL-SERUM-01,3,5,1,late
ORD-00908,CUST-02296,DermaCo Labs,DL-SERUM-01,2,4,1,late
ORD-00909,CUST-01965,Voltix Home,VH-FILTER-01,2,3,0,on_time
ORD-00910,CUST-00064,Voltix Home,VH-FILTER-01,3,3,0,on_time
ORD-00911,CUST-00395,VitalEdge Wellness,VW-CAPSULE-01,4,6,1,late
ORD-00912,CUST-01585,DermaCo Labs,DL-SERUM-01,2,1,0,on_time
ORD-00913,CUST-00344,Voltix Home,VH-FILTER-01,4,6,1,late
ORD-00914,CUST-01489,VitalEdge Wellness,VW-CAPSULE-01,3,4,0,on_time
ORD-00915,CUST-01495,Voltix Home,VH-BATTERY-02,5,7,1,late
ORD-00916,CUST-00501,Northstar Apparel,NA-DENIM-02,2,1,0,on_time
ORD-00917,CUST-01814,Northstar Apparel,NA-JACKET-03,3,6,1,late
ORD-00918,CUST-01424,Voltix Home,VH-CLEAN-03,5,9,1,late
ORD-00919,CUST-00678,Voltix Home,VH-BATTERY-02,2,3,0,on_time
ORD-00920,CUST-01111,Voltix Home,VH-BATTERY-02,5,8,1,late
ORD-00921,CUST-02572,DermaCo Labs,DL-SERUM-01,3,6,1,late
ORD-00922,CUST-02193,VitalEdge Wellness,VW-BUNDLE-03,3,1,0,on_time
ORD-00923,CUST-01654,Voltix Home,VH-BATTERY-02,5,5,0,on_time
ORD-00924,CUST-01191,Northstar Apparel,NA-TEE-01,5,5,0,on_time
ORD-00925,CUST-00273,Northstar Apparel,NA-TEE-01,5,5,0,on_time
ORD-00926,CUST-02067,DermaCo Labs,DL-CREAM-02,3,4,0,on_time
ORD-00927,CUST-00206,VitalEdge Wellness,VW-CAPSULE-01,3,3,0,on_time
ORD-00928,CUST-00734,VitalEdge Wellness,VW-CAPSULE-01,5,5,0,on_time
ORD-00929,CUST-00153,DermaCo Labs,DL-CLEANSER-03,4,3,0,on_time
ORD-00930,CUST-02371,Northstar Apparel,NA-TEE-01,3,3,0,on_time
ORD-00931,CUST-00558,VitalEdge Wellness,VW-BUNDLE-03,4,5,0,on_time
ORD-00932,CUST-01526,VitalEdge Wellness,VW-BUNDLE-03,3,5,1,late
ORD-00933,CUST-01727,VitalEdge Wellness,VW-CAPSULE-01,5,5,0,on_time
ORD-00934,CUST-00378,Voltix Home,VH-BATTERY-02,3,3,0,on_time
ORD-00935,CUST-01536,Voltix Home,VH-BATTERY-02,4,3,0,on_time
ORD-00936,CUST-00536,DermaCo Labs,DL-SERUM-01,4,5,0,on_time
ORD-00937,CUST-01793,Voltix Home,VH-FILTER-01,3,4,0,on_time
ORD-00938,CUST-01094,DermaCo Labs,DL-CLEANSER-03,5,6,0,on_time
ORD-00939,CUST-00970,VitalEdge Wellness,VW-PROTEIN-02,4,6,1,late
ORD-00940,CUST-00199,Northstar Apparel,NA-TEE-01,3,3,0,on_time
ORD-00941,CUST-00562,DermaCo Labs,DL-CLEANSER-03,2,3,0,on_time
ORD-00942,CUST-00686,DermaCo Labs,DL-SERUM-01,3,2,0,on_time
ORD-00943,CUST-02233,VitalEdge Wellness,VW-PROTEIN-02,5,4,0,on_time
ORD-00944,CUST-00591,Voltix Home,VH-CLEAN-03,4,6,1,late
ORD-00945,CUST-00520,Voltix Home,VH-FILTER-01,5,3,0,on_time
ORD-00946,CUST-00309,DermaCo Labs,DL-SERUM-01,4,5,0,on_time
ORD-00947,CUST-00605,Northstar Apparel,NA-JACKET-03,4,6,1,late
ORD-00948,CUST-02246,DermaCo Labs,DL-CREAM-02,2,4,1,late
ORD-00949,CUST-01525,VitalEdge Wellness,VW-PROTEIN-02,5,6,0,on_time
ORD-00950,CUST-00060,Voltix Home,VH-BATTERY-02,3,5,1,late
ORD-00951,CUST-00584,VitalEdge Wellness,VW-CAPSULE-01,4,6,1,late
ORD-00952,CUST-00987,Northstar Apparel,NA-TEE-01,4,4,0,on_time
ORD-00953,CUST-00208,Voltix Home,VH-FILTER-01,4,2,0,on_time
ORD-00954,CUST-00492,DermaCo Labs,DL-CLEANSER-03,2,2,0,on_time
ORD-00955,CUST-01000,VitalEdge Wellness,VW-BUNDLE-03,3,5,1,late
ORD-00956,CUST-00786,Voltix Home,VH-FILTER-01,3,1,0,on_time
ORD-00957,CUST-01235,Northstar Apparel,NA-JACKET-03,4,4,0,on_time
ORD-00958,CUST-02526,DermaCo Labs,DL-CREAM-02,4,5,0,on_time
ORD-00959,CUST-00793,DermaCo Labs,DL-SERUM-01,4,5,0,on_time
ORD-00960,CUST-00832,Voltix Home,VH-CLEAN-03,4,5,0,on_time
ORD-00961,CUST-00163,VitalEdge Wellness,VW-BUNDLE-03,4,2,0,on_time
ORD-00962,CUST-01252,Northstar Apparel,NA-TEE-01,3,1,0,on_time
ORD-00963,CUST-01770,Northstar Apparel,NA-DENIM-02,5,6,0,on_time
ORD-00964,CUST-00527,VitalEdge Wellness,VW-PROTEIN-02,3,3,0,on_time
ORD-00965,CUST-01322,DermaCo Labs,DL-CREAM-02,4,7,1,late
ORD-00966,CUST-00892,DermaCo Labs,DL-CREAM-02,4,9,1,late
ORD-00967,CUST-02234,Northstar Apparel,NA-TEE-01,3,6,1,late
ORD-00968,CUST-00257,Northstar Apparel,NA-TEE-01,5,8,1,late
ORD-00969,CUST-00507,Northstar Apparel,NA-DENIM-02,3,5,1,late
