customer_id,brand,region,acquisition_channel,plan,tenure_months,active_subscriptions,monthly_revenue,discount_rate,support_tickets_90d,late_shipments_90d,email_engagement,avg_days_between_orders,churned,churn_risk_score,risk_segment
CUST-01227,DermaCo Labs,Indonesia,email,quarterly,35,1,32.77,0.13,0,1,0.418,44.4,0,0.0592,low
CUST-01228,DermaCo Labs,Indonesia,organic,quarterly,17,1,29.02,0.334,0,2,0.329,61.3,0,0.2645,watch
CUST-01229,DermaCo Labs,Singapore,email,quarterly,10,2,39.41,0.069,0,0,0.805,53.7,0,0.0915,low
CUST-01230,VitalEdge Wellness,Thailand,display,quarterly,8,1,86.23,0.445,0,0,0.687,56.9,0,0.2639,watch
CUST-01231,VitalEdge Wellness,Thailand,email,quarterly,5,1,86.11,0.186,0,0,0.419,40.9,0,0.1681,low
CUST-01232,VitalEdge Wellness,Philippines,organic,monthly,14,2,85.79,0.223,1,2,0.125,40.9,0,0.3879,watch
CUST-01233,DermaCo Labs,Singapore,organic,monthly,35,3,38.27,0.183,3,2,0.563,23.0,1,0.1935,low
CUST-01234,Voltix Home,Malaysia,organic,monthly,8,3,127.64,0.101,0,0,0.858,32.3,0,0.1155,low
CUST-01235,Northstar Apparel,Malaysia,display,monthly,3,2,67.81,0.13,3,0,0.465,39.7,0,0.5707,high
CUST-01236,DermaCo Labs,Thailand,paid_search,quarterly,31,3,34.7,0.195,0,0,0.34,68.4,0,0.0878,low
CUST-01237,DermaCo Labs,Thailand,email,annual,33,1,42.69,0.058,0,0,0.16,66.6,0,0.0681,low
CUST-01238,Northstar Apparel,Singapore,display,monthly,21,2,33.86,0.399,2,0,0.526,41.5,0,0.3929,watch
CUST-01239,DermaCo Labs,Singapore,paid_search,monthly,32,3,33.43,0.115,0,0,0.829,25.8,0,0.0479,low
CUST-01240,Northstar Apparel,Thailand,display,quarterly,30,3,46.0,0.079,0,0,0.668,48.9,0,0.0524,low
CUST-01241,DermaCo Labs,Philippines,affiliate,monthly,4,1,40.41,0.195,0,2,0.538,25.4,0,0.2736,watch
CUST-01242,DermaCo Labs,Thailand,affiliate,annual,13,3,40.75,0.54,1,0,0.33,82.9,0,0.3657,watch
CUST-01243,Northstar Apparel,Philippines,organic,monthly,14,2,58.49,0.243,1,1,0.349,38.9,0,0.3254,watch
CUST-01244,Voltix Home,Philippines,paid_search,monthly,11,1,96.65,0.245,0,0,0.469,32.1,0,0.2017,low
CUST-01245,VitalEdge Wellness,Indonesia,organic,monthly,14,3,61.13,0.161,0,0,0.32,43.8,0,0.1828,low
CUST-01246,Voltix Home,Singapore,email,monthly,12,1,112.61,0.319,3,2,0.327,31.2,0,0.5729,high
CUST-01247,Voltix Home,Indonesia,display,quarterly,27,1,91.78,0.226,1,0,0.361,74.3,0,0.1872,low
CUST-01248,Voltix Home,Malaysia,affiliate,monthly,1,3,104.94,0.35,1,0,0.505,19.4,0,0.3238,watch
CUST-01249,VitalEdge Wellness,Indonesia,paid_search,monthly,25,3,90.5,0.206,1,1,0.695,32.2,0,0.1429,low
CUST-01250,Northstar Apparel,Thailand,display,quarterly,19,2,66.38,0.229,1,0,0.543,33.8,0,0.1672,low
CUST-01251,DermaCo Labs,Indonesia,paid_search,monthly,18,2,33.21,0.131,0,1,0.44,32.5,1,0.1766,low
CUST-01252,Northstar Apparel,Singapore,display,monthly,31,2,73.75,0.364,0,0,0.287,41.1,0,0.2327,low
CUST-01253,VitalEdge Wellness,Philippines,organic,quarterly,6,2,96.32,0.338,0,1,0.574,70.9,0,0.2592,watch
CUST-01254,DermaCo Labs,Thailand,paid_search,annual,16,3,46.42,0.164,0,0,0.582,92.7,0,0.1393,low
CUST-01255,VitalEdge Wellness,Singapore,paid_search,monthly,4,1,53.78,0.232,0,1,0.631,17.6,1,0.2343,low
CUST-01256,VitalEdge Wellness,Thailand,organic,quarterly,2,2,73.36,0.287,0,2,0.207,35.4,1,0.3147,watch
CUST-01257,Voltix Home,Singapore,organic,quarterly,1,2,117.82,0.347,0,1,0.567,50.6,1,0.2889,watch
CUST-01258,DermaCo Labs,Thailand,email,monthly,30,3,46.71,0.214,1,2,0.608,29.4,0,0.1331,low
CUST-01259,Voltix Home,Indonesia,display,monthly,24,1,91.37,0.198,2,4,0.737,27.1,1,0.3083,watch
CUST-01260,VitalEdge Wellness,Indonesia,display,monthly,23,2,59.35,0.133,0,1,0.698,25.0,0,0.1076,low
CUST-01261,Voltix Home,Indonesia,organic,annual,1,2,70.26,0.149,2,1,0.257,73.5,1,0.4126,watch
CUST-01262,Northstar Apparel,Indonesia,organic,monthly,30,1,50.94,0.193,0,1,0.374,26.7,0,0.1281,low
CUST-01263,Northstar Apparel,Malaysia,display,monthly,27,2,51.79,0.192,0,1,0.73,25.1,0,0.1128,low
CUST-01264,VitalEdge Wellness,Malaysia,display,annual,4,3,91.32,0.169,0,0,0.761,78.4,0,0.1846,low
CUST-01265,DermaCo Labs,Thailand,paid_search,quarterly,18,3,36.61,0.438,0,2,0.659,48.9,0,0.1872,low
CUST-01266,Voltix Home,Thailand,paid_search,annual,23,2,163.36,0.32,1,1,0.603,86.6,0,0.2192,low
CUST-01267,Northstar Apparel,Malaysia,affiliate,monthly,24,1,78.87,0.31,0,0,0.746,47.5,0,0.1367,low
CUST-01268,VitalEdge Wellness,Philippines,organic,monthly,13,2,79.14,0.384,1,1,0.619,12.0,0,0.2371,low
CUST-01269,Northstar Apparel,Indonesia,paid_search,monthly,19,3,45.46,0.334,0,2,0.205,27.8,1,0.3148,watch
CUST-01270,DermaCo Labs,Thailand,paid_search,quarterly,15,2,56.72,0.176,1,1,0.317,51.0,1,0.242,low
CUST-01271,VitalEdge Wellness,Thailand,organic,annual,21,1,98.79,0.331,0,0,0.906,60.7,0,0.0787,low
CUST-01272,Voltix Home,Indonesia,display,monthly,19,3,107.52,0.309,0,1,0.177,37.0,0,0.3132,watch
CUST-01273,DermaCo Labs,Singapore,organic,monthly,27,1,48.36,0.048,1,2,0.493,28.3,0,0.1543,low
CUST-01274,DermaCo Labs,Singapore,display,annual,32,3,45.93,0.224,0,0,0.782,75.7,0,0.0714,low
CUST-01275,VitalEdge Wellness,Thailand,paid_search,monthly,31,2,45.06,0.103,0,0,0.669,33.4,0,0.0498,low
CUST-01276,VitalEdge Wellness,Indonesia,organic,monthly,31,3,81.48,0.029,2,1,0.573,39.8,0,0.1188,low
CUST-01277,DermaCo Labs,Singapore,display,monthly,26,3,35.37,0.302,0,2,0.138,40.3,1,0.3156,watch
CUST-01278,Voltix Home,Thailand,organic,monthly,34,2,116.81,0.065,5,0,0.717,28.3,0,0.1765,low
CUST-01279,VitalEdge Wellness,Philippines,organic,monthly,23,1,50.68,0.125,0,1,0.318,39.3,0,0.1287,low
CUST-01280,Northstar Apparel,Philippines,organic,monthly,1,1,61.18,0.252,2,0,0.483,41.8,0,0.4983,high
CUST-01281,Voltix Home,Singapore,email,monthly,33,2,155.91,0.337,1,0,0.432,32.0,0,0.1602,low
CUST-01282,DermaCo Labs,Thailand,paid_search,monthly,31,2,39.74,0.107,1,0,0.518,49.9,0,0.1183,low
CUST-01283,Northstar Apparel,Philippines,paid_search,annual,12,2,49.3,0.225,0,0,0.367,76.6,0,0.1991,low
CUST-01284,DermaCo Labs,Singapore,organic,quarterly,36,1,44.93,0.298,2,1,0.198,53.8,1,0.2068,low
CUST-01285,DermaCo Labs,Thailand,organic,monthly,11,1,37.29,0.069,0,0,0.53,21.4,0,0.138,low
CUST-01286,Voltix Home,Thailand,email,annual,3,3,122.49,0.334,1,0,0.303,78.9,0,0.3692,watch
CUST-01287,VitalEdge Wellness,Malaysia,display,monthly,7,1,55.09,0.337,1,0,0.726,24.4,1,0.2988,watch
CUST-01288,DermaCo Labs,Malaysia,paid_search,quarterly,28,2,49.13,0.123,0,0,0.181,44.2,0,0.0926,low
CUST-01289,Northstar Apparel,Malaysia,paid_search,quarterly,19,1,77.91,0.174,2,0,0.496,65.3,0,0.2503,watch
CUST-01290,Voltix Home,Malaysia,email,monthly,17,2,122.51,0.214,1,1,0.328,27.2,0,0.2443,low
CUST-01291,Voltix Home,Indonesia,paid_search,monthly,29,1,91.15,0.194,1,0,0.607,33.8,0,0.1148,low
CUST-01292,DermaCo Labs,Singapore,organic,annual,10,2,66.55,0.191,2,1,0.52,80.4,1,0.3629,watch
CUST-01293,DermaCo Labs,Malaysia,display,monthly,9,1,42.51,0.55,2,1,0.02,33.7,1,0.7631,critical
CUST-01294,VitalEdge Wellness,Thailand,email,quarterly,21,1,87.96,0.171,2,0,0.32,57.3,0,0.195,low
CUST-01295,Northstar Apparel,Indonesia,organic,annual,7,3,47.31,0.355,0,1,0.318,71.2,0,0.3224,watch
CUST-01296,VitalEdge Wellness,Malaysia,organic,monthly,35,2,52.17,0.436,1,0,0.502,23.7,0,0.114,low
CUST-01297,Northstar Apparel,Indonesia,paid_search,monthly,10,1,62.3,0.26,1,0,0.79,28.3,0,0.2605,watch
CUST-01298,VitalEdge Wellness,Indonesia,organic,monthly,27,2,53.51,0.232,0,0,0.269,22.2,0,0.1101,low
CUST-01299,Northstar Apparel,Malaysia,display,monthly,15,2,52.95,0.233,0,0,0.59,20.5,0,0.1884,low
CUST-01300,Voltix Home,Thailand,display,monthly,16,3,138.18,0.048,3,0,0.682,42.9,1,0.2923,watch
CUST-01301,DermaCo Labs,Malaysia,paid_search,monthly,33,2,28.54,0.048,2,1,0.795,27.7,0,0.0893,low
CUST-01302,DermaCo Labs,Thailand,organic,monthly,2,2,45.64,0.146,2,2,0.323,28.6,1,0.5126,high
CUST-01303,VitalEdge Wellness,Thailand,affiliate,monthly,20,2,53.75,0.322,2,0,0.333,24.9,0,0.244,low
CUST-01304,VitalEdge Wellness,Singapore,display,quarterly,24,2,61.2,0.234,0,1,0.419,57.0,0,0.1439,low
CUST-01305,VitalEdge Wellness,Indonesia,email,monthly,15,3,74.03,0.164,2,0,0.349,23.1,0,0.2471,low
CUST-01306,Voltix Home,Philippines,email,monthly,29,1,136.91,0.083,0,0,0.386,24.3,0,0.076,low
CUST-01307,Voltix Home,Thailand,organic,annual,14,2,179.63,0.268,1,1,0.81,67.3,1,0.193,low
CUST-01308,VitalEdge Wellness,Malaysia,affiliate,monthly,33,2,59.13,0.55,0,0,0.32,33.2,0,0.1437,low
CUST-01309,DermaCo Labs,Indonesia,paid_search,monthly,14,2,30.2,0.325,1,1,0.569,31.8,1,0.3116,watch
CUST-01310,DermaCo Labs,Indonesia,affiliate,monthly,24,2,26.91,0.161,1,0,0.562,52.4,0,0.1507,low
CUST-01311,Voltix Home,Malaysia,display,quarterly,34,1,112.16,0.225,1,0,0.708,62.6,0,0.0887,low
CUST-01312,VitalEdge Wellness,Singapore,email,monthly,17,1,54.11,0.09,1,1,0.461,21.7,0,0.1639,low
CUST-01313,Voltix Home,Malaysia,display,monthly,27,1,82.91,0.197,1,0,0.201,12.0,0,0.1718,low
CUST-01314,Voltix Home,Malaysia,organic,annual,12,3,138.37,0.075,1,3,0.33,80.6,0,0.2917,watch
CUST-01315,Voltix Home,Singapore,organic,monthly,28,2,150.95,0.061,1,0,0.259,41.2,0,0.1576,low
CUST-01316,VitalEdge Wellness,Thailand,paid_search,quarterly,21,2,35.78,0.076,0,1,0.547,46.0,1,0.0665,low
CUST-01317,Voltix Home,Thailand,display,monthly,5,3,100.99,0.197,1,0,0.611,38.1,0,0.3035,watch
CUST-01318,VitalEdge Wellness,Singapore,email,monthly,34,2,32.1,0.161,3,0,0.737,48.5,0,0.1208,low
CUST-01319,Northstar Apparel,Philippines,organic,monthly,10,3,58.46,0.062,1,1,0.325,36.9,0,0.2748,watch
CUST-01320,VitalEdge Wellness,Malaysia,affiliate,monthly,30,3,99.28,0.144,2,1,0.443,27.3,0,0.1452,low
CUST-01321,Northstar Apparel,Malaysia,display,monthly,29,3,57.22,0.308,1,0,0.393,31.6,0,0.2118,low
CUST-01322,DermaCo Labs,Malaysia,organic,monthly,26,3,19.7,0.152,1,2,0.47,47.1,0,0.1794,low
CUST-01323,DermaCo Labs,Malaysia,affiliate,annual,28,3,63.59,0.159,0,0,0.404,83.2,0,0.0862,low
CUST-01324,Northstar Apparel,Indonesia,organic,monthly,28,3,55.03,0.55,1,0,0.701,37.8,0,0.2141,low
CUST-01325,VitalEdge Wellness,Singapore,email,monthly,35,3,60.97,0.136,1,0,0.226,24.3,0,0.0894,low
CUST-01326,Northstar Apparel,Indonesia,paid_search,monthly,3,1,65.57,0.1,1,0,0.544,34.3,0,0.3368,watch
CUST-01327,Northstar Apparel,Philippines,paid_search,monthly,8,3,57.54,0.163,0,0,0.59,31.5,0,0.1879,low
CUST-01328,DermaCo Labs,Indonesia,email,monthly,28,3,47.49,0.172,0,0,0.135,25.4,0,0.128,low
CUST-01329,Northstar Apparel,Indonesia,paid_search,monthly,11,3,38.18,0.114,1,0,0.634,13.5,0,0.172,low
CUST-01330,Voltix Home,Malaysia,email,monthly,9,2,116.58,0.068,0,0,0.635,45.2,0,0.1455,low
CUST-01331,Voltix Home,Indonesia,paid_search,monthly,22,2,96.08,0.098,0,0,0.53,32.5,0,0.0992,low
CUST-01332,Voltix Home,Singapore,display,quarterly,36,2,99.51,0.049,2,1,0.448,54.5,0,0.11,low
CUST-01333,Northstar Apparel,Philippines,affiliate,quarterly,18,2,80.16,0.239,1,1,0.496,50.3,0,0.183,low
CUST-01334,Voltix Home,Malaysia,paid_search,monthly,2,1,89.64,0.127,6,1,0.664,41.3,1,0.6966,critical
CUST-01335,DermaCo Labs,Singapore,organic,monthly,21,1,56.24,0.118,0,0,0.838,31.0,0,0.0907,low
CUST-01336,Voltix Home,Thailand,display,quarterly,24,1,104.29,0.36,1,2,0.203,44.7,1,0.2975,watch
CUST-01337,Northstar Apparel,Thailand,email,annual,26,3,65.12,0.086,3,1,0.652,71.5,0,0.1605,low
CUST-01338,DermaCo Labs,Philippines,organic,monthly,24,2,49.38,0.122,0,0,0.549,33.3,0,0.0933,low
CUST-01339,Northstar Apparel,Malaysia,organic,annual,7,3,64.2,0.226,2,1,0.615,83.6,0,0.3571,watch
CUST-01340,DermaCo Labs,Indonesia,paid_search,monthly,24,2,32.65,0.176,1,2,0.36,13.3,1,0.2092,low
CUST-01341,Northstar Apparel,Malaysia,paid_search,annual,12,2,50.66,0.096,0,0,0.708,68.1,0,0.1083,low
CUST-01342,Northstar Apparel,Thailand,display,monthly,30,1,43.69,0.376,0,1,0.53,32.6,0,0.1847,low
CUST-01343,Voltix Home,Indonesia,email,quarterly,2,1,203.62,0.249,1,0,0.621,40.6,0,0.3082,watch
CUST-01344,DermaCo Labs,Philippines,paid_search,annual,31,2,36.97,0.242,0,0,0.263,83.3,0,0.1107,low
CUST-01345,Voltix Home,Indonesia,organic,monthly,27,3,69.11,0.072,1,1,0.603,25.6,0,0.0831,low
CUST-01346,DermaCo Labs,Thailand,paid_search,quarterly,15,3,24.46,0.181,1,1,0.484,69.5,0,0.2097,low
CUST-01347,Voltix Home,Indonesia,display,monthly,11,2,121.47,0.222,3,0,0.343,36.6,0,0.5338,high
CUST-01348,Voltix Home,Singapore,display,quarterly,31,2,119.22,0.222,1,0,0.54,68.7,0,0.1321,low
CUST-01349,VitalEdge Wellness,Philippines,display,monthly,4,1,75.19,0.088,0,0,0.752,32.9,1,0.1859,low
CUST-01350,VitalEdge Wellness,Thailand,paid_search,monthly,7,3,62.75,0.461,0,0,0.443,32.4,0,0.3088,watch
CUST-01351,Voltix Home,Thailand,paid_search,quarterly,30,1,150.69,0.2,1,1,0.069,40.3,0,0.1748,low
CUST-01352,Northstar Apparel,Philippines,email,monthly,5,2,71.22,0.093,1,0,0.411,36.9,0,0.2939,watch
CUST-01353,Northstar Apparel,Indonesia,paid_search,quarterly,13,3,54.3,0.066,0,1,0.759,55.0,0,0.1094,low
CUST-01354,Voltix Home,Philippines,display,monthly,6,2,76.13,0.335,1,0,0.488,26.7,0,0.3466,watch
CUST-01355,DermaCo Labs,Thailand,display,annual,27,3,46.51,0.296,0,1,0.679,71.1,0,0.1169,low
CUST-01356,Northstar Apparel,Philippines,paid_search,monthly,10,1,63.11,0.172,1,0,0.436,31.8,0,0.2933,watch
CUST-01357,VitalEdge Wellness,Malaysia,email,monthly,34,2,62.56,0.279,3,1,0.528,42.0,1,0.2077,low
CUST-01358,DermaCo Labs,Singapore,affiliate,monthly,23,3,47.0,0.34,0,0,0.712,22.0,1,0.1081,low
CUST-01359,VitalEdge Wellness,Malaysia,paid_search,annual,1,3,99.7,0.185,2,0,0.165,65.8,0,0.4416,watch
CUST-01360,Voltix Home,Philippines,organic,monthly,27,1,107.78,0.329,1,1,0.621,48.8,0,0.1828,low
CUST-01361,DermaCo Labs,Indonesia,display,monthly,30,2,32.94,0.292,1,0,0.361,29.7,0,0.2093,low
CUST-01362,Northstar Apparel,Philippines,affiliate,quarterly,11,2,75.98,0.265,0,0,0.653,38.1,0,0.1246,low
CUST-01363,Voltix Home,Thailand,paid_search,monthly,28,2,126.68,0.183,3,0,0.69,39.1,0,0.1968,low
CUST-01364,Northstar Apparel,Philippines,paid_search,quarterly,29,1,67.42,0.095,0,1,0.519,62.1,0,0.0854,low
CUST-01365,Voltix Home,Indonesia,paid_search,monthly,34,3,153.07,0.312,1,2,0.851,32.6,0,0.1336,low
CUST-01366,Voltix Home,Indonesia,organic,monthly,20,3,151.76,0.359,0,0,0.357,30.5,0,0.214,low
CUST-01367,Voltix Home,Thailand,email,monthly,29,2,96.45,0.22,0,1,0.433,42.5,0,0.1099,low
CUST-01368,DermaCo Labs,Thailand,organic,annual,34,3,58.59,0.143,1,1,0.459,88.0,0,0.1053,low
CUST-01369,Voltix Home,Philippines,affiliate,monthly,1,3,143.15,0.258,3,0,0.626,44.5,0,0.4869,high
CUST-01370,Voltix Home,Malaysia,organic,monthly,9,1,121.34,0.356,4,0,0.814,44.8,1,0.5118,high
CUST-01371,Northstar Apparel,Malaysia,affiliate,monthly,29,2,56.8,0.168,1,1,0.731,42.1,0,0.1135,low
CUST-01372,VitalEdge Wellness,Indonesia,display,monthly,25,1,55.54,0.185,0,0,0.436,21.4,0,0.1248,low
CUST-01373,VitalEdge Wellness,Indonesia,organic,monthly,33,1,65.85,0.125,0,0,0.442,29.0,0,0.0675,low
CUST-01374,DermaCo Labs,Indonesia,display,annual,12,2,51.92,0.4,0,2,0.329,69.4,1,0.41,watch
CUST-01375,VitalEdge Wellness,Singapore,organic,monthly,6,1,45.28,0.156,3,0,0.677,36.1,1,0.3552,watch
CUST-01376,DermaCo Labs,Philippines,affiliate,quarterly,22,3,42.19,0.321,0,0,0.404,59.2,0,0.1188,low
CUST-01377,DermaCo Labs,Philippines,organic,monthly,4,2,47.43,0.25,0,1,0.751,31.2,1,0.2355,low
CUST-01378,Voltix Home,Singapore,affiliate,quarterly,20,2,79.63,0.125,0,1,0.668,53.2,0,0.0705,low
CUST-01379,Northstar Apparel,Indonesia,affiliate,monthly,3,2,57.28,0.178,0,0,0.246,25.9,1,0.3039,watch
CUST-01380,VitalEdge Wellness,Thailand,organic,monthly,5,2,51.9,0.387,1,2,0.294,20.1,0,0.4471,watch
CUST-01381,VitalEdge Wellness,Malaysia,affiliate,monthly,13,1,52.02,0.332,0,2,0.533,21.9,1,0.212,low
CUST-01382,Northstar Apparel,Thailand,organic,monthly,4,1,52.34,0.051,3,0,0.215,32.1,1,0.4973,high
CUST-01383,Northstar Apparel,Indonesia,email,annual,31,1,60.92,0.368,2,1,0.305,88.6,1,0.3002,watch
CUST-01384,DermaCo Labs,Indonesia,affiliate,monthly,27,1,40.56,0.33,0,0,0.935,49.3,0,0.098,low
CUST-01385,Northstar Apparel,Indonesia,display,monthly,32,1,68.23,0.162,1,1,0.321,24.7,0,0.2072,low
CUST-01386,VitalEdge Wellness,Singapore,affiliate,monthly,2,3,55.09,0.132,2,0,0.729,35.3,0,0.2646,watch
CUST-01387,Northstar Apparel,Indonesia,paid_search,quarterly,1,3,66.53,0.173,0,1,0.601,65.0,0,0.2748,watch
CUST-01388,VitalEdge Wellness,Singapore,paid_search,quarterly,27,2,71.03,0.192,0,0,0.494,59.6,0,0.0821,low
CUST-01389,Voltix Home,Thailand,organic,quarterly,20,3,155.34,0.183,2,0,0.583,36.4,1,0.141,low
CUST-01390,DermaCo Labs,Thailand,organic,annual,2,2,38.78,0.262,1,0,0.798,69.2,0,0.2324,low
CUST-01391,DermaCo Labs,Malaysia,paid_search,monthly,1,3,30.61,0.161,0,0,0.384,29.5,0,0.2774,watch
CUST-01392,Northstar Apparel,Malaysia,paid_search,quarterly,26,1,48.07,0.129,1,1,0.462,50.6,0,0.1293,low
CUST-01393,Voltix Home,Thailand,affiliate,monthly,29,2,163.91,0.229,1,1,0.475,35.0,0,0.1611,low
CUST-01394,Voltix Home,Indonesia,affiliate,quarterly,21,2,199.4,0.13,0,0,0.482,57.2,0,0.1138,low
CUST-01395,Northstar Apparel,Thailand,email,quarterly,36,1,74.17,0.232,1,0,0.572,52.7,0,0.0778,low
CUST-01396,DermaCo Labs,Indonesia,email,monthly,19,2,46.68,0.191,0,3,0.573,21.1,1,0.187,low
CUST-01397,VitalEdge Wellness,Malaysia,paid_search,monthly,2,2,55.12,0.285,0,1,0.758,40.9,1,0.2646,watch
CUST-01398,DermaCo Labs,Philippines,paid_search,monthly,12,2,44.13,0.204,1,0,0.236,37.4,0,0.326,watch
CUST-01399,Voltix Home,Indonesia,display,monthly,6,3,128.03,0.207,1,0,0.576,30.8,1,0.3321,watch
CUST-01400,Voltix Home,Singapore,affiliate,monthly,29,2,106.41,0.32,1,0,0.262,49.8,0,0.2052,low
CUST-01401,DermaCo Labs,Singapore,display,monthly,28,3,41.14,0.236,0,3,0.121,37.6,0,0.3058,watch
CUST-01402,Northstar Apparel,Philippines,organic,monthly,18,1,48.19,0.068,0,1,0.226,30.0,0,0.1769,low
CUST-01403,Northstar Apparel,Philippines,organic,monthly,18,1,56.81,0.373,0,1,0.469,40.8,0,0.2595,watch
CUST-01404,VitalEdge Wellness,Indonesia,display,quarterly,19,3,54.59,0.081,1,0,0.431,47.3,0,0.1285,low
CUST-01405,DermaCo Labs,Malaysia,display,monthly,20,2,35.55,0.172,0,0,0.641,56.8,0,0.1732,low
CUST-01406,VitalEdge Wellness,Malaysia,organic,annual,28,1,81.67,0.256,3,2,0.733,73.8,0,0.2109,low
CUST-01407,VitalEdge Wellness,Philippines,organic,annual,21,1,73.31,0.144,0,0,0.347,66.1,0,0.0951,low
CUST-01408,Voltix Home,Singapore,organic,monthly,28,3,159.42,0.068,2,1,0.502,30.9,0,0.1698,low
CUST-01409,DermaCo Labs,Malaysia,paid_search,quarterly,18,2,63.2,0.313,1,0,0.69,38.3,0,0.1531,low
CUST-01410,Voltix Home,Malaysia,display,monthly,33,3,84.47,0.172,0,0,0.548,25.4,0,0.0674,low
CUST-01411,Voltix Home,Malaysia,affiliate,annual,25,3,130.35,0.241,2,0,0.404,63.2,0,0.1529,low
CUST-01412,Northstar Apparel,Philippines,affiliate,annual,33,2,88.47,0.264,1,0,0.329,82.8,0,0.1345,low
CUST-01413,DermaCo Labs,Philippines,email,monthly,24,1,22.22,0.213,1,0,0.783,44.1,0,0.118,low
CUST-01414,VitalEdge Wellness,Malaysia,email,quarterly,23,1,97.4,0.011,0,2,0.212,62.4,0,0.1265,low
CUST-01415,Voltix Home,Philippines,email,monthly,9,1,91.84,0.44,3,1,0.517,23.8,0,0.5002,high
CUST-01416,Northstar Apparel,Thailand,display,monthly,10,1,56.92,0.198,2,0,0.455,25.6,1,0.4104,watch
CUST-01417,Northstar Apparel,Indonesia,organic,quarterly,7,3,79.61,0.316,0,1,0.367,45.3,0,0.288,watch
CUST-01418,Northstar Apparel,Malaysia,email,monthly,32,1,38.36,0.279,0,0,0.521,18.3,0,0.0812,low
CUST-01419,DermaCo Labs,Singapore,display,quarterly,18,1,51.85,0.302,0,3,0.514,54.6,0,0.2948,watch
CUST-01420,Northstar Apparel,Thailand,email,annual,14,1,80.33,0.125,1,2,0.463,78.7,0,0.2643,watch
CUST-01421,VitalEdge Wellness,Singapore,email,annual,22,2,99.4,0.341,0,0,0.69,81.8,0,0.1184,low
CUST-01422,Northstar Apparel,Singapore,affiliate,monthly,27,1,56.89,0.186,2,1,0.621,31.5,1,0.1923,low
CUST-01423,VitalEdge Wellness,Indonesia,affiliate,monthly,25,2,35.56,0.191,0,0,0.546,30.0,0,0.0765,low
CUST-01424,Voltix Home,Singapore,display,monthly,26,2,108.49,0.09,1,0,0.792,33.7,1,0.1071,low
CUST-01425,VitalEdge Wellness,Malaysia,organic,quarterly,11,1,79.34,0.067,0,0,0.379,37.9,0,0.1105,low
CUST-01426,DermaCo Labs,Thailand,affiliate,monthly,32,2,31.09,0.539,1,0,0.492,32.0,0,0.1812,low
CUST-01427,Northstar Apparel,Indonesia,display,monthly,9,1,70.21,0.196,0,0,0.387,36.6,1,0.3437,watch
CUST-01428,Northstar Apparel,Malaysia,paid_search,quarterly,16,1,101.18,0.061,1,0,0.519,48.2,0,0.1628,low
CUST-01429,VitalEdge Wellness,Thailand,affiliate,monthly,7,1,66.26,0.118,0,2,0.592,35.9,0,0.2037,low
CUST-01430,Voltix Home,Indonesia,paid_search,monthly,18,2,114.77,0.491,2,2,0.239,23.7,0,0.5345,high
CUST-01431,Northstar Apparel,Malaysia,display,monthly,31,2,44.12,0.054,1,0,0.271,23.8,0,0.1342,low
CUST-01432,Voltix Home,Thailand,organic,monthly,26,1,119.05,0.255,2,1,0.261,33.0,0,0.2845,watch
CUST-01433,Voltix Home,Malaysia,email,quarterly,21,2,129.89,0.092,2,3,0.442,42.2,0,0.2028,low
CUST-01434,Voltix Home,Philippines,display,monthly,32,3,115.33,0.259,1,1,0.571,29.0,0,0.1399,low
CUST-01435,Voltix Home,Singapore,display,monthly,4,2,135.07,0.303,1,0,0.469,32.0,0,0.4573,high
CUST-01436,Voltix Home,Indonesia,organic,annual,1,2,208.94,0.038,1,1,0.542,78.4,1,0.3399,watch
CUST-01437,Northstar Apparel,Thailand,organic,monthly,28,1,52.92,0.108,0,0,0.424,51.3,0,0.1136,low
CUST-01438,VitalEdge Wellness,Malaysia,organic,quarterly,18,1,70.97,0.078,0,0,0.411,52.2,0,0.0901,low
CUST-01439,Northstar Apparel,Indonesia,affiliate,monthly,30,2,61.87,0.22,0,0,0.524,27.3,0,0.0907,low
CUST-01440,DermaCo Labs,Singapore,organic,monthly,33,2,32.02,0.384,0,0,0.777,27.6,0,0.0814,low
CUST-01441,Northstar Apparel,Malaysia,paid_search,monthly,36,2,51.63,0.173,1,1,0.919,38.9,0,0.0768,low
CUST-01442,Voltix Home,Thailand,paid_search,quarterly,29,3,116.97,0.158,0,2,0.404,52.5,0,0.0926,low
CUST-01443,VitalEdge Wellness,Malaysia,organic,quarterly,28,2,72.29,0.149,0,1,0.281,56.5,1,0.0902,low
CUST-01444,DermaCo Labs,Indonesia,display,quarterly,25,2,36.06,0.222,1,0,0.615,64.7,0,0.1558,low
CUST-01445,VitalEdge Wellness,Singapore,affiliate,monthly,26,3,74.89,0.223,0,0,0.814,49.4,1,0.0765,low
CUST-01446,VitalEdge Wellness,Philippines,paid_search,quarterly,8,2,58.77,0.389,2,1,0.485,67.5,0,0.4093,watch
CUST-01447,VitalEdge Wellness,Malaysia,display,monthly,14,2,55.05,0.422,0,0,0.474,27.4,0,0.2584,watch
CUST-01448,Voltix Home,Indonesia,paid_search,monthly,22,1,136.08,0.071,1,2,0.287,31.6,0,0.2515,watch
CUST-01449,DermaCo Labs,Thailand,display,quarterly,1,2,57.04,0.097,0,1,0.457,40.6,1,0.2588,watch
CUST-01450,Voltix Home,Thailand,email,monthly,11,2,117.6,0.09,0,0,0.552,28.5,1,0.1301,low
